Credit_Score,Debt,Income,Loan_Amount,Account_Age,Years_Employed,Num_Bank_Accounts,Num_Credit_Cards,Gender,Married,Education_Level,Employment_Type,City,Housing_Status,Citizenship,Customer_ID,Zip_Code,Random_Code,Dependents,Credit_Cards_Limit,Approved
319,281667,641671,113312,26,34,2,1,Male,Yes,Master,Self-employed,Multan,Family,By Birth,102603,47329,128790,4,56892,0
823,372429,540622,208044,15,12,2,0,Female,Yes,Bachelor,Self-employed,Lahore,Mortgage,By Birth,102604,98670,955359,0,145218,0
828,201615,531357,121465,30,38,1,1,Female,No,PhD,Self-employed,Karachi,Mortgage,By Birth,102605,17706,657633,2,317254,1
446,105879,317428,77939,20,33,9,1,Female,Yes,Master,Private,Lahore,Mortgage,By Other Means,102606,61975,278686,2,186001,0
603,90629,461856,224850,2,33,4,4,Male,Yes,Master,Government,Lahore,Own,By Birth,102607,80105,950959,2,104873,1
527,338974,249297,179536,4,34,4,4,Male,Yes,High School,Private,Islamabad,Own,By Other Means,102608,31816,367174,3,68665,0
401,307682,633582,73475,20,31,9,6,Female,No,Bachelor,Private,Islamabad,Mortgage,By Other Means,102609,67324,668724,2,244995,0
716,309454,225446,87758,24,11,5,7,Female,Yes,High School,Government,Multan,Family,By Birth,102610,24212,900556,2,439615,0
515,115266,524254,163349,22,32,4,0,Male,Yes,Master,Self-employed,Multan,Rent,By Other Means,102611,66446,516448,1,158101,1
706,188362,522542,125413,12,17,7,0,Male,Yes,High School,Self-employed,Multan,Family,By Other Means,102612,82627,851638,0,401644,1
698,274843,265954,91679,17,4,5,5,Female,No,PhD,Government,Karachi,Family,By Birth,102613,74366,147997,3,432246,0
798,231241,488089,59012,20,18,8,0,Male,Yes,PhD,Government,Multan,Own,By Other Means,102614,95837,249417,1,376977,1
764,251249,770707,139210,15,30,3,7,Female,No,High School,Government,Lahore,Own,By Other Means,102615,90556,676982,1,211920,1
381,66912,194115,185399,24,26,8,6,Male,Yes,PhD,Private,Islamabad,Own,By Other Means,102616,91081,620969,3,359836,0
664,145327,517730,222597,13,37,6,3,Male,Yes,Bachelor,Private,Lahore,Own,By Birth,102617,71978,535283,1,239079,1
462,79183,639140,204770,10,14,9,3,Male,No,High School,Government,Lahore,Family,By Other Means,102618,70129,485803,4,164419,0
347,60282,97080,7752,28,3,6,6,Male,Yes,Bachelor,Government,Islamabad,Own,By Other Means,102619,86890,511688,3,414788,0
810,58249,216062,30765,17,18,4,0,Male,No,PhD,Government,Islamabad,Mortgage,By Birth,102620,78058,933142,0,198691,1
628,38176,626151,116193,7,20,2,4,Female,No,High School,Government,Multan,Own,By Other Means,102621,49471,430295,3,383501,1
415,8163,560993,5837,11,39,3,1,Female,No,High School,Private,Karachi,Mortgage,By Birth,102622,77097,567149,1,441801,1
636,316354,83131,99010,18,0,7,0,Female,Yes,Master,Government,Multan,Mortgage,By Birth,102623,11253,588837,1,268293,0
446,123844,359003,132977,19,19,5,5,Female,Yes,Bachelor,Government,Multan,Mortgage,By Birth,102624,60635,550596,0,419699,0
622,366731,753833,213651,1,21,7,0,Female,No,Master,Government,Karachi,Rent,By Birth,102625,70769,341305,0,332018,1
742,231352,174161,248762,8,12,7,1,Female,Yes,Master,Government,Lahore,Rent,By Birth,102626,20604,595310,4,349043,0
312,334123,358084,61997,21,40,6,2,Male,No,PhD,Self-employed,Multan,Rent,By Birth,102627,92389,223327,3,235562,0
793,-78860,381278,171573,30,0,2,0,Female,Yes,Bachelor,Self-employed,Islamabad,Rent,By Birth,102628,57243,476577,2,349052,0
586,152215,762886,180842,8,14,5,0,Male,No,Bachelor,Government,Multan,Family,By Other Means,102629,48432,551840,1,240678,1
413,267064,343540,248977,13,14,6,3,Female,No,,Private,Multan,Rent,By Other Means,102630,66697,442786,2,166169,0
779,82911,23877,94608,14,13,8,1,Female,Yes,PhD,Self-employed,Lahore,Rent,By Other Means,102631,95359,300194,1,236226,0
321,-300140,628544,108510,10,4,1,5,Female,No,Bachelor,Private,Multan,Rent,By Birth,102632,69497,729404,0,179522,0
648,356215,748572,204261,28,5,7,7,Male,No,PhD,Self-employed,Lahore,Mortgage,By Birth,102633,62239,373429,2,268766,0
619,47252,51818,224132,12,40,5,0,Male,Yes,Bachelor,Self-employed,Multan,Family,By Birth,102634,32452,482477,1,275864,0
425,384878,775244,126907,23,30,7,5,Male,Yes,PhD,Government,Lahore,Mortgage,By Other Means,102635,19027,585944,3,101006,1
576,399666,68555,65594,27,25,3,0,Female,Yes,Master,Government,Karachi,Mortgage,By Birth,102636,71931,539486,3,407189,0
503,52756,405198,90269,24,24,4,2,Female,No,PhD,Government,Islamabad,Mortgage,By Birth,102637,70940,141547,3,145305,0
493,312379,542126,106614,4,38,2,1,Male,Yes,High School,Private,Lahore,Family,By Birth,102638,67888,409199,1,154303,1
846,352690,392072,42448,5,39,6,0,Female,No,,Private,Islamabad,Family,By Other Means,102639,67299,699724,3,184154,1
585,393236,5937090,220378,22,14,5,2,Female,Yes,High School,Private,Multan,Rent,By Birth,102640,44302,388927,4,251686,0
356,387946,46620,174031,4,5,1,0,Female,Yes,Bachelor,Government,Multan,Mortgage,By Birth,102641,47672,507683,4,271053,0
602,211325,403382,185597,0,0,1,4,Female,Yes,Master,Self-employed,Lahore,Mortgage,By Birth,102642,89649,252325,0,493640,0
462,370565,342683,107979,24,40,8,2,Female,No,PhD,Self-employed,Karachi,Family,By Other Means,102643,36384,248856,2,472109,0
318,328779,37077,83340,17,6,8,5,Male,Yes,Bachelor,Self-employed,Islamabad,Family,By Other Means,102644,68152,892420,1,158289,0
669,285369,103335,86746,22,3,6,7,Male,No,High School,Government,Lahore,Mortgage,By Other Means,102645,85065,255685,3,84798,0
563,199245,67285,170101,27,0,9,7,Female,Yes,Master,Self-employed,Lahore,Rent,By Birth,102646,66582,401717,3,388307,0
412,369029,464451,209241,23,40,1,6,Female,Yes,Bachelor,Self-employed,Islamabad,Family,By Birth,102647,16187,612294,0,152865,0
787,85333,692979,144384,30,1,8,4,Male,Yes,Bachelor,Private,Lahore,Family,By Birth,102648,81399,816148,1,257674,1
626,171297,613791,174372,7,33,2,7,Female,Yes,Bachelor,Private,Islamabad,Family,By Other Means,102649,87175,494771,1,416768,1
841,272951,77477,59994,16,34,8,6,Female,Yes,Bachelor,Government,Multan,Mortgage,By Birth,102650,81460,374951,3,328819,1
364,6402,571776,90765,30,12,3,7,Female,Yes,PhD,Self-employed,Islamabad,Mortgage,By Birth,102651,19185,928698,1,490593,0
591,-4521,623035,7884,25,16,6,0,Female,No,Bachelor,Government,Karachi,Mortgage,By Birth,102652,15825,125178,3,242195,1
324,194237,41169,114113,22,9,7,2,Female,No,Bachelor,Private,Islamabad,Rent,By Other Means,102653,28939,194803,4,308608,0
848,250885,312517,25522,24,2,3,1,Female,No,PhD,Self-employed,Multan,Mortgage,By Birth,102654,43381,268041,3,417074,1
300,376837,52669,10623,10,3,2,6,Male,No,High School,Self-employed,Islamabad,Mortgage,By Other Means,102655,92274,452969,0,225371,0
848,8382,599565,16460,29,24,1,6,Male,No,Master,Private,Islamabad,Mortgage,By Other Means,102656,52814,832148,0,461608,1
440,373140,485386,15234,29,36,5,7,Female,No,Master,Self-employed,Lahore,Family,By Birth,102657,74879,648691,3,153444,0
487,15065,599408,220111,10,37,1,7,Male,Yes,PhD,Government,Islamabad,Own,By Birth,102658,16739,843114,1,330826,1
427,-347614,348520,199650,2,28,1,5,Female,Yes,PhD,Self-employed,Multan,Family,By Other Means,102659,51969,911584,2,83509,0
500,14425,598523,225708,7,0,5,7,Male,Yes,High School,Private,Multan,Rent,By Other Means,102660,83616,328849,4,160164,0
426,275255,447445,218482,7,29,3,3,Female,No,Master,Private,Karachi,Own,By Birth,102661,80238,467832,2,320347,0
556,171871,559693,51905,24,38,3,7,Male,No,PhD,Government,Islamabad,Own,By Other Means,102662,77785,291338,4,118784,1
846,53257,133307,165492,23,9,7,0,Female,Yes,Bachelor,Government,Lahore,Rent,By Birth,102663,53037,758507,4,441139,0
493,386134,383920,171885,20,28,3,2,Male,No,PhD,Private,Multan,Mortgage,By Other Means,102664,84532,495657,1,237038,0
403,192249,691207,136454,20,31,2,7,Female,No,Master,Government,Karachi,Family,By Birth,102665,19899,948956,4,369268,0
834,389957,567835,120492,2,0,3,4,Female,Yes,High School,Private,Islamabad,Rent,By Birth,102666,51597,561392,0,143371,1
564,343190,550863,43353,27,40,4,2,Female,No,High School,Government,Lahore,Rent,By Other Means,102667,51793,268389,0,111583,1
683,299995,1559150,145441,21,16,9,1,Male,No,Bachelor,Private,Islamabad,Rent,By Birth,102668,36536,147586,4,193690,0
559,8816,244059,39985,9,11,2,2,Female,Yes,Bachelor,Government,Islamabad,Own,By Birth,102669,19214,273145,3,363954,0
713,2175,160229,47255,18,1,6,4,Female,Yes,Master,Government,Karachi,Family,By Birth,102670,91036,965862,2,415454,0
657,273485,107942,194333,13,8,5,0,Female,Yes,Bachelor,Government,Multan,Rent,By Other Means,102671,12327,524425,1,133859,0
374,326052,398870,94197,17,11,6,5,Male,No,Master,Government,Islamabad,Family,By Birth,102672,57362,492955,4,248483,0
654,156726,788180,66590,22,24,5,4,Female,No,Master,Self-employed,Islamabad,Own,By Other Means,102673,39583,983851,4,83167,1
487,59696,267610,181558,25,35,6,5,Male,No,PhD,Private,Karachi,Family,By Birth,102674,42855,472039,4,130846,0
589,188961,92968,126282,2,34,4,5,Male,No,Bachelor,Private,Lahore,Rent,By Other Means,102675,99653,368940,0,228918,0
344,218216,274686,52883,28,21,8,4,Female,Yes,PhD,Self-employed,Islamabad,Own,By Other Means,102676,43008,651767,0,251275,0
382,345259,100684,191390,19,32,9,4,Female,Yes,PhD,Government,Multan,Own,By Birth,102677,40355,795223,2,292910,0
422,292338,661992,56566,13,20,7,3,Female,No,Master,Government,Islamabad,Own,By Other Means,102678,14686,434750,1,119774,0
657,84358,96730,5650,10,39,1,7,Female,Yes,Master,Private,Islamabad,Own,By Birth,102679,63960,278371,4,55733,1
827,172648,690179,177009,9,21,5,5,Male,No,Master,Private,Multan,Rent,By Other Means,102680,22088,768918,0,341701,1
365,364692,485377,26299,23,27,7,0,Male,Yes,Master,Private,Karachi,Rent,By Birth,102681,52598,340231,0,203622,0
674,-150799,289548,31862,13,3,5,7,Female,Yes,PhD,Self-employed,Islamabad,Mortgage,By Birth,102682,68082,493599,3,184945,0
461,34579,34674,232761,0,25,5,7,Female,No,High School,Private,Multan,Family,By Other Means,102683,98190,318434,4,469882,0
679,96554,489259,21312,30,22,5,7,Male,No,High School,Self-employed,Multan,Own,By Birth,102684,49735,234878,4,101465,1
657,147627,630211,15943,15,22,5,3,Female,No,High School,Self-employed,Lahore,Family,By Birth,102685,52072,447740,1,166585,1
487,315438,431913,73734,24,40,5,5,Male,No,Master,Private,Karachi,Own,By Birth,102686,31698,225195,3,69836,0
621,49777,211735,153397,29,7,1,2,Male,No,Bachelor,Private,Multan,Family,By Other Means,102687,77854,405348,4,362554,0
749,399122,436786,210340,5,31,6,0,Male,Yes,High School,Private,Islamabad,Family,By Other Means,102688,33127,650910,0,341970,0
773,40751,48037,130560,17,38,6,0,Male,Yes,PhD,Government,Karachi,Rent,By Birth,102689,30301,732076,2,270687,1
312,200671,508835,207413,15,0,8,7,Male,Yes,PhD,Government,Multan,Mortgage,By Birth,102690,36010,901158,1,474783,0
483,108750,126086,57879,18,29,5,5,Male,No,Master,Government,Karachi,Own,By Birth,102691,26460,988505,4,350263,0
410,74180,582270,220521,15,27,2,2,Female,No,PhD,Private,Islamabad,Mortgage,By Other Means,102692,32614,239861,4,268994,0
807,238986,405453,202810,4,16,7,2,Female,No,PhD,Self-employed,Lahore,Family,By Birth,102693,31057,866569,0,62610,1
589,204750,539892,124652,26,22,1,4,Female,Yes,High School,Self-employed,Islamabad,Family,By Other Means,102694,17902,688977,2,347380,0
594,293788,582568,200082,11,37,5,5,Female,Yes,High School,Government,Karachi,Own,By Other Means,102695,48671,190743,0,198279,1
750,-33521,619612,218642,5,23,5,5,Female,No,PhD,Self-employed,Islamabad,Mortgage,By Birth,102696,40333,611012,0,234520,1
514,11564,80706,139078,24,21,3,0,Male,No,High School,Government,Multan,Family,By Birth,102697,25744,964266,2,440189,0
326,105155,755081,66876,1,4,2,6,Male,Yes,PhD,Self-employed,Karachi,Own,By Other Means,102698,34897,623730,0,460269,0
530,187150,235342,199300,15,24,4,1,Male,No,PhD,Private,Islamabad,Mortgage,By Other Means,102699,57967,188584,0,485615,0
620,350891,161043,188128,20,6,7,7,Female,No,High School,Private,Islamabad,Family,By Birth,102700,70481,419242,0,327444,0
532,273346,587696,13505,22,21,3,5,Male,Yes,Master,Self-employed,Islamabad,Rent,By Other Means,102701,75283,826059,2,408517,1
736,371551,203094,25498,10,36,6,4,Male,No,High School,Government,Lahore,Rent,By Birth,102702,54481,663578,0,57626,0
832,134757,157559,112679,11,33,7,0,Female,No,Master,Private,Lahore,Mortgage,By Other Means,102703,34819,441190,2,394594,1
702,90197,268670,247481,10,35,2,7,Male,No,Bachelor,Self-employed,Lahore,Family,By Other Means,102704,55312,624447,4,370769,1
352,42637,40997,152577,22,39,3,2,Female,No,PhD,Government,Lahore,Rent,By Other Means,102705,19400,212404,4,311231,0
612,149438,625196,198590,19,19,9,2,Male,No,Bachelor,Self-employed,Islamabad,Family,By Birth,102706,46418,867942,0,344533,1
580,24276,457983,142675,18,36,1,7,Female,Yes,PhD,Government,Lahore,Rent,By Birth,102707,95058,435708,3,441739,1
330,343090,754330,29744,28,16,8,1,Male,Yes,High School,Self-employed,Islamabad,Rent,By Birth,102708,15129,867575,4,256928,0
636,337358,366928,205290,7,3,1,0,Female,No,Bachelor,Self-employed,Multan,Own,By Other Means,102709,73111,393143,2,118365,0
482,155647,525465,149532,28,17,3,3,Female,No,Bachelor,Private,Multan,Own,By Birth,102710,92944,814471,4,337212,0
322,303374,441410,58273,17,27,6,4,Male,Yes,PhD,Government,Multan,Rent,By Birth,102711,58475,918040,4,350766,0
843,210496,184857,84095,4,15,8,0,Female,Yes,PhD,Private,Karachi,Family,By Birth,102712,78554,562490,0,497935,0
745,386230,254066,33544,11,7,7,3,Female,No,Master,Private,Multan,Mortgage,By Other Means,102713,35416,481484,2,342364,0
373,129526,602964,11864,9,17,3,2,Male,No,Master,Private,Karachi,Family,By Birth,102714,53434,551973,3,179287,1
309,154093,552661,94314,14,28,6,2,Male,Yes,High School,Self-employed,Lahore,Own,By Other Means,102715,14520,262310,2,284200,0
783,297203,181355,84770,4,39,1,3,Male,No,Bachelor,Self-employed,Multan,Own,By Birth,102716,87491,640378,4,394881,1
755,1532,206983,33593,16,15,8,3,Male,No,Bachelor,Private,Multan,Rent,By Birth,102717,58342,432937,4,58969,1
459,102666,114951,180729,22,29,9,1,Male,Yes,Master,Government,Multan,Family,By Birth,102718,55425,124168,0,175135,0
313,181877,628160,6729,3,33,9,7,Male,No,High School,Self-employed,Lahore,Family,By Other Means,102719,94946,717337,3,388853,0
477,81551,155772,49515,30,29,4,0,Female,Yes,Bachelor,Private,Multan,Rent,By Other Means,102720,49212,928546,1,434629,0
711,168828,477359,223944,30,20,4,2,Male,Yes,PhD,Self-employed,Multan,Mortgage,By Other Means,102721,30708,424501,3,336150,1
352,71880,214301,190353,25,21,7,4,Male,No,PhD,Private,Islamabad,Own,By Birth,102722,60770,854122,2,343406,0
707,106734,164973,39936,11,24,7,2,Male,Yes,PhD,Self-employed,Islamabad,Mortgage,By Other Means,102723,19959,258750,0,260034,1
321,376141,372518,17413,17,21,6,0,Female,No,Bachelor,Private,Karachi,Family,By Other Means,102724,39611,213193,1,284032,0
329,205714,435813,52652,7,27,7,7,Male,Yes,High School,Government,Islamabad,Rent,By Other Means,102725,54569,139469,1,404791,0
559,314312,184500,34764,19,38,1,3,Female,No,Master,Government,Lahore,Rent,By Birth,102726,40399,108195,2,226838,0
504,113123,529219,68784,16,32,9,1,Male,Yes,Master,Government,Lahore,Family,By Birth,102727,93094,191457,0,325058,1
358,206260,711047,181813,7,1,6,6,Female,Yes,Master,Government,Multan,Rent,By Birth,102728,77964,852212,1,473963,0
770,399605,145074,209276,30,3,8,7,Male,No,PhD,Government,Islamabad,Rent,By Birth,102729,30584,587214,0,91862,0
765,87897,595512,83796,12,15,5,2,Male,Yes,Bachelor,Private,Karachi,Own,By Birth,102730,45583,820547,2,115241,1
311,166919,313996,81844,26,11,7,7,Female,No,Bachelor,Self-employed,Karachi,Own,By Birth,102731,41941,182647,2,156075,0
589,104599,280346,132610,22,16,3,1,Male,Yes,Master,Private,Karachi,Own,By Other Means,102732,76786,370978,0,88540,0
653,341383,270537,195845,2,35,1,7,Male,No,Master,Government,Multan,Mortgage,By Birth,102733,42562,711510,2,425622,0
374,280786,198350,129887,2,15,7,3,Female,Yes,Bachelor,Private,Lahore,Own,By Other Means,102734,16661,531149,2,153268,0
740,369006,312009,79432,6,38,5,5,Male,No,Master,Private,Multan,Mortgage,By Other Means,102735,17184,554878,1,214120,1
540,248751,163361,109944,17,22,1,0,Female,Yes,Bachelor,Private,Lahore,Family,By Other Means,102736,79184,659177,0,492048,0
453,36509,507045,155355,20,7,9,2,Male,No,PhD,Private,Multan,Mortgage,By Birth,102737,64235,378985,2,307375,0
395,341561,105549,221199,6,8,9,0,Male,Yes,Master,Government,Lahore,Own,By Birth,102738,51276,751402,3,196136,0
593,311381,448737,30282,21,13,6,4,Female,No,Master,Private,Karachi,Family,By Other Means,102739,98299,562284,3,180639,0
508,146486,675056,200632,25,8,9,0,Male,No,Bachelor,Private,Lahore,Family,By Birth,102740,68383,606835,2,361105,0
642,325320,588615,215527,22,25,7,6,Female,Yes,High School,Private,Islamabad,Family,By Other Means,102741,82387,668557,4,114283,1
387,128633,133209,78210,30,35,8,5,Male,No,Master,Government,Islamabad,Family,By Birth,102742,17106,267742,3,130520,0
689,-342009,216591,232307,1,2,2,3,Female,Yes,High School,Private,Karachi,Family,By Birth,102743,58774,368130,1,115191,0
624,117181,483437,232448,6,9,2,3,Male,No,High School,Self-employed,Karachi,Own,By Birth,102744,90315,386746,1,346604,0
456,62059,38409,57984,1,24,4,4,Female,No,Master,Government,Multan,Mortgage,By Birth,102745,24403,976793,1,149937,0
436,311294,694877,154464,6,3,1,6,Male,No,Master,Government,Islamabad,Family,By Other Means,102746,73478,639074,2,395403,0
727,350511,326677,102496,13,29,8,0,Male,No,High School,Private,Karachi,Mortgage,By Birth,102747,97187,243830,2,127055,1
751,41091,443691,9721,14,10,5,5,Female,Yes,High School,Government,Multan,Family,By Other Means,102748,55516,468340,3,444906,1
440,204196,515741,34197,15,18,7,3,Female,No,Master,Self-employed,Multan,Mortgage,By Birth,102749,69207,344766,1,416913,0
382,903,559615,162245,23,12,2,3,Male,No,Bachelor,Self-employed,Islamabad,Rent,By Birth,102750,48241,896140,1,444020,0
476,241024,599632,6066,25,35,5,3,Female,No,Master,Self-employed,Lahore,Own,By Other Means,102751,22921,727284,4,172080,1
497,316379,221549,113442,7,2,9,3,Female,No,PhD,Government,Multan,Rent,By Birth,102752,72531,346011,2,177139,0
720,189637,636196,228983,15,13,9,1,Female,Yes,PhD,Government,Islamabad,Own,By Birth,102753,73769,132502,3,234335,0
700,317486,229074,64418,20,9,2,6,Female,No,Bachelor,Self-employed,Multan,Own,By Birth,102754,96050,774631,3,455599,0
770,-173795,70756,72454,6,37,2,2,Male,Yes,High School,Government,Multan,Family,By Other Means,102755,44356,868283,2,338818,1
517,35572,497038,211065,10,39,5,1,Female,Yes,High School,Government,Karachi,Rent,By Birth,102756,98329,265909,1,416585,1
474,279754,196031,81262,23,26,3,3,Male,No,High School,Government,Karachi,Rent,By Birth,102757,91989,941561,0,212436,0
322,296196,483340,150354,3,23,1,6,Female,No,PhD,Government,Karachi,Mortgage,By Birth,102758,61970,912142,3,50623,0
534,98993,703440,160887,17,15,1,5,Male,No,Master,Government,Islamabad,Family,By Birth,102759,88163,483981,2,146935,1
312,349207,620635,158666,22,9,5,0,Female,No,,Private,Multan,Rent,By Other Means,102760,46141,382311,1,459330,0
400,97540,38733,209056,12,26,3,1,Male,No,Master,Government,Islamabad,Own,By Other Means,102761,19154,880162,1,386032,0
835,53533,467427,192583,16,6,9,7,Male,Yes,High School,Private,Multan,Mortgage,By Birth,102762,28255,260694,1,316998,1
822,-155136,592381,71678,11,27,3,7,Male,No,Master,Private,Multan,Own,By Birth,102763,77075,971121,4,224971,1
751,386133,541384,122911,17,25,3,7,Female,No,Bachelor,Self-employed,Karachi,Own,By Other Means,102764,42745,684651,1,184332,1
730,-258897,722402,90768,9,17,3,4,Female,No,PhD,Government,Karachi,Mortgage,By Other Means,102765,64055,722713,4,395859,1
832,180653,204588,71951,6,12,1,2,Female,Yes,Master,Government,Multan,Own,By Other Means,102766,13728,561414,2,362895,1
592,120388,639883,11374,11,7,3,7,Female,No,Master,Private,Multan,Mortgage,By Birth,102767,26495,716862,1,301483,1
400,290846,57487,31974,11,26,5,0,Male,Yes,Bachelor,Private,Lahore,Mortgage,By Birth,102768,93317,632029,2,213739,0
801,123482,403075,235136,25,13,8,1,Female,Yes,Bachelor,Self-employed,Lahore,Family,By Birth,102769,50682,717959,3,162624,1
603,270775,60849,205250,12,40,7,2,Male,Yes,High School,Private,Multan,Mortgage,By Other Means,102770,76760,994946,1,481723,0
839,254936,427766,219544,0,5,4,6,Female,Yes,Bachelor,Private,Islamabad,Family,By Other Means,102771,64474,240716,4,126058,1
654,87388,790018,36914,6,19,4,5,Male,Yes,PhD,Government,Lahore,Mortgage,By Birth,102772,78240,224015,3,58309,1
602,124798,620688,55014,15,27,4,6,Male,Yes,High School,Government,Multan,Family,By Birth,102773,16847,227315,2,107727,1
795,70043,673408,197451,15,22,8,1,Male,No,Master,Private,Multan,Rent,By Other Means,102774,89150,571825,0,191844,1
526,160053,110930,14347,20,11,8,4,Female,No,High School,Self-employed,Lahore,Mortgage,By Other Means,102775,30497,977596,2,162034,0
535,297908,491376,95468,15,23,2,3,Male,Yes,Master,Self-employed,Multan,Rent,By Birth,102776,72617,413425,3,123934,0
754,232843,744257,195087,15,21,7,4,Male,No,Bachelor,Government,Islamabad,Rent,By Other Means,102777,22576,209156,3,440409,1
312,259859,426923,94129,13,25,5,3,Female,No,High School,Self-employed,Lahore,Mortgage,By Birth,102778,29033,437097,3,333155,0
509,129014,491399,202936,10,21,2,2,Female,No,PhD,Private,Islamabad,Mortgage,By Birth,102779,20012,460516,1,346779,0
696,113076,510486,186253,18,6,3,1,Male,Yes,High School,Government,Multan,Rent,By Other Means,102780,46183,683713,2,384294,1
399,99007,311162,154832,10,14,7,1,Female,No,PhD,Government,Karachi,Mortgage,By Birth,102781,86747,464903,2,293663,0
330,197270,216236,221233,1,29,6,4,Male,Yes,High School,Private,Multan,Family,By Other Means,102782,96875,590464,4,403678,0
827,287084,787839,97103,30,3,6,0,Female,Yes,Bachelor,Government,Lahore,Rent,By Other Means,102783,44728,162674,2,309062,1
628,369562,390570,82599,6,5,7,2,Male,No,Master,Government,Islamabad,Mortgage,By Birth,102784,43304,612689,4,465080,0
465,71792,561007,233238,8,1,6,5,Female,Yes,High School,Self-employed,Multan,Rent,By Other Means,102785,71838,313550,0,256758,0
758,8367,20056,228569,8,30,2,3,Male,No,Master,Government,Islamabad,Rent,By Other Means,102786,72442,154989,1,73519,1
399,373908,263349,135774,30,23,8,6,Female,No,Master,Self-employed,Islamabad,Own,By Other Means,102787,43502,567647,2,127665,0
472,234673,690712,139212,13,34,7,2,Female,No,Master,Self-employed,Lahore,Mortgage,By Other Means,102788,97474,179193,0,415692,1
461,270717,531854,218873,25,30,6,6,Female,Yes,High School,Government,Islamabad,Family,By Birth,102789,76887,604901,2,460594,0
562,15582,350827,79266,9,24,5,5,Female,Yes,Master,Government,Islamabad,Family,By Other Means,102790,31274,797894,4,312471,1
573,136450,763708,198248,15,7,6,4,Female,No,High School,Private,Lahore,Family,By Other Means,102791,75155,413685,0,300364,1
302,327440,282865,129737,23,11,3,5,Female,Yes,PhD,Government,Islamabad,Own,By Other Means,102792,91995,666241,2,173374,0
327,144572,495521,19057,17,1,2,7,Male,No,Master,Government,Multan,Family,By Other Means,102793,93934,922959,0,310039,0
625,327985,465185,205165,0,14,9,1,Male,No,PhD,Government,Multan,Family,By Other Means,102794,43299,774041,0,288129,0
448,21881,584482,34114,23,39,1,3,Male,No,Master,Government,Islamabad,Family,By Other Means,102795,11204,320483,1,473612,1
839,332377,721916,214819,1,31,2,3,Male,Yes,,Private,Lahore,Mortgage,By Birth,102796,84046,338136,1,395126,1
787,182614,459991,192287,19,10,1,7,Male,No,High School,Government,Lahore,Rent,By Birth,102797,26364,392734,0,145010,1
737,65285,784743,248762,27,16,8,5,Male,Yes,PhD,Government,Multan,Rent,By Birth,102798,23518,184993,2,488518,1
364,59547,99882,23580,3,20,4,3,Male,No,PhD,Government,Karachi,Family,By Other Means,102799,16559,455798,0,236266,0
655,193223,453099,219942,1,21,6,3,Female,No,Bachelor,Self-employed,Karachi,Mortgage,By Other Means,102800,52095,209267,2,325283,0
832,138294,741155,14802,3,32,5,2,Male,No,Bachelor,Private,Islamabad,Mortgage,By Birth,102801,82561,860346,4,434144,1
551,7933,171944,92857,22,28,8,2,Female,No,Bachelor,Self-employed,Karachi,Mortgage,By Birth,102802,87659,322434,3,272471,0
534,345529,225399,106467,5,14,7,5,Female,No,Master,Government,Islamabad,Own,By Birth,102803,82020,955400,2,357203,0
526,240839,93072,107767,25,20,1,6,Female,No,PhD,Government,Islamabad,Mortgage,By Birth,102804,31425,805682,1,400763,0
824,98706,668207,205615,21,1,8,6,Male,No,Bachelor,Private,Karachi,Rent,By Other Means,102805,93340,355380,2,69974,1
612,346734,368112,140747,3,37,4,4,Female,Yes,PhD,Self-employed,Multan,Own,By Other Means,102806,84336,684008,3,353232,0
348,368543,773646,150130,17,2,7,5,Female,No,Bachelor,Self-employed,Multan,Mortgage,By Birth,102807,27817,452906,0,361998,0
417,321289,64537,185073,4,24,3,5,Female,No,PhD,Government,Lahore,Own,By Other Means,102808,38980,607682,4,58060,0
353,174682,653542,173591,10,12,2,6,Male,No,,Self-employed,Lahore,Own,By Other Means,102809,60897,791017,4,253796,0
343,319664,543273,207827,12,23,1,1,Male,No,Bachelor,Self-employed,Multan,Family,By Birth,102810,91904,953800,3,105601,0
352,4544,443959,151517,2,30,5,5,Female,No,Master,Government,Karachi,Mortgage,By Other Means,102811,66146,512858,4,268166,0
824,316956,251735,210026,18,14,3,5,Female,No,Bachelor,Government,Multan,Rent,By Other Means,102812,63238,208805,2,183410,1
401,202682,92941,94450,19,5,3,1,Female,No,PhD,Self-employed,Multan,Mortgage,By Birth,102813,73607,472454,0,191052,0
697,182572,183277,231238,10,40,8,2,Female,No,High School,Government,Multan,Family,By Birth,102814,51591,814615,2,242400,1
437,-381234,765304,111039,10,9,1,4,Male,Yes,Master,Private,Islamabad,Family,By Other Means,102815,24709,870580,3,294925,0
686,361198,37645,243159,20,8,2,6,Female,No,Master,Government,Lahore,Mortgage,By Birth,102816,83559,237869,1,53722,0
410,217054,132661,33695,26,40,1,0,Female,Yes,High School,Self-employed,Islamabad,Rent,By Other Means,102817,96492,984017,4,310961,0
316,394833,485075,100970,1,40,7,5,Female,Yes,Bachelor,Self-employed,Lahore,Mortgage,By Birth,102818,26044,705158,3,475722,0
481,259711,353617,187299,21,4,4,7,Male,Yes,PhD,Government,Karachi,Own,By Birth,102819,58759,389068,0,202547,0
835,100834,522550,216064,14,40,3,5,Female,Yes,Bachelor,Private,Multan,Family,By Birth,102820,85995,152335,1,268240,1
840,-134405,705791,35185,21,18,3,5,Male,No,PhD,Government,Karachi,Own,By Birth,102821,90610,472577,0,437638,1
